time_s,iso_time,setpoint,rpm,control_pct
12.510197,2025-10-24T15:32:59.414876,0.000000,-0.000000,5.882353
12.515492,2025-10-24T15:32:59.420171,0.000000,-0.000000,5.882353
12.521352,2025-10-24T15:32:59.426031,0.000000,-0.000000,5.882353
12.526863,2025-10-24T15:32:59.431542,0.000000,-0.000000,5.882353
12.531634,2025-10-24T15:32:59.436313,0.000000,-0.000000,5.882353
12.538316,2025-10-24T15:32:59.442995,0.000000,-0.000000,5.882353
12.545836,2025-10-24T15:32:59.450515,0.000000,-0.000000,5.882353
12.550511,2025-10-24T15:32:59.455190,0.000000,-0.000000,5.882353
12.562863,2025-10-24T15:32:59.467542,0.000000,-0.000000,5.882353
12.576825,2025-10-24T15:32:59.481504,0.000000,-0.000000,5.882353
12.586920,2025-10-24T15:32:59.491599,0.000000,-0.000000,5.882353
12.598493,2025-10-24T15:32:59.503172,0.000000,-0.000000,5.882353
12.612938,2025-10-24T15:32:59.517617,0.000000,-0.000000,5.882353
12.628758,2025-10-24T15:32:59.533437,0.000000,-0.000000,5.882353
12.636380,2025-10-24T15:32:59.541059,0.000000,-0.000000,5.882353
12.647942,2025-10-24T15:32:59.552621,0.000000,-0.000000,5.882353
12.658958,2025-10-24T15:32:59.563637,0.000000,-0.000000,5.882353
12.670128,2025-10-24T15:32:59.574806,0.000000,-0.000000,5.882353
12.676134,2025-10-24T15:32:59.580813,0.000000,-0.000000,5.882353
12.686482,2025-10-24T15:32:59.591161,0.000000,-0.000000,5.882353
12.697373,2025-10-24T15:32:59.602052,0.000000,-0.000000,5.882353
12.708297,2025-10-24T15:32:59.612976,0.000000,-0.000000,5.882353
12.720000,2025-10-24T15:32:59.624679,0.000000,-0.000000,5.882353
12.735978,2025-10-24T15:32:59.640656,0.000000,-0.000000,5.882353
12.756229,2025-10-24T15:32:59.660908,0.000000,-0.000000,5.882353
12.767727,2025-10-24T15:32:59.672405,0.000000,-0.000000,5.882353
12.780342,2025-10-24T15:32:59.685021,0.000000,-0.000000,5.882353
12.786952,2025-10-24T15:32:59.691630,0.000000,-0.000000,5.882353
12.796172,2025-10-24T15:32:59.700851,0.000000,-0.000000,5.882353
12.804574,2025-10-24T15:32:59.709253,0.000000,-0.000000,5.882353
12.812931,2025-10-24T15:32:59.717609,0.000000,-0.000000,5.882353
12.822463,2025-10-24T15:32:59.727142,0.000000,-0.000000,5.882353
12.829632,2025-10-24T15:32:59.734311,0.000000,-0.000000,5.882353
12.840556,2025-10-24T15:32:59.745235,0.000000,-0.000000,5.882353
12.849395,2025-10-24T15:32:59.754073,0.000000,-0.000000,5.882353
12.857731,2025-10-24T15:32:59.762410,0.000000,-0.000000,5.882353
12.865675,2025-10-24T15:32:59.770354,0.000000,-0.000000,5.882353
12.871395,2025-10-24T15:32:59.776074,0.000000,-0.000000,5.882353
12.878527,2025-10-24T15:32:59.783206,0.000000,-0.000000,5.882353
12.884452,2025-10-24T15:32:59.789131,0.000000,-0.000000,5.882353
12.890528,2025-10-24T15:32:59.795207,0.000000,-0.000000,5.882353
12.897482,2025-10-24T15:32:59.802161,0.000000,-0.000000,5.882353
12.903337,2025-10-24T15:32:59.808016,0.000000,-0.000000,5.882353
12.911147,2025-10-24T15:32:59.815826,0.000000,-0.000000,5.882353
12.916428,2025-10-24T15:32:59.821107,0.000000,-0.000000,5.882353
12.923458,2025-10-24T15:32:59.828137,0.000000,-0.000000,5.882353
12.930598,2025-10-24T15:32:59.835277,0.000000,-0.000000,5.882353
12.938128,2025-10-24T15:32:59.842807,0.000000,-0.000000,5.882353
12.943251,2025-10-24T15:32:59.847930,0.000000,-0.000000,5.882353
12.949755,2025-10-24T15:32:59.854434,0.000000,-0.000000,5.882353
12.957126,2025-10-24T15:32:59.861805,0.000000,-0.000000,5.882353
12.964428,2025-10-24T15:32:59.869107,0.000000,-0.000000,5.882353
12.974201,2025-10-24T15:32:59.878880,0.000000,-0.000000,5.882353
12.981010,2025-10-24T15:32:59.885689,0.000000,-0.000000,5.882353
12.987148,2025-10-24T15:32:59.891827,0.000000,-0.000000,5.882353
12.993249,2025-10-24T15:32:59.897928,0.000000,-0.000000,5.882353
12.998705,2025-10-24T15:32:59.903384,0.000000,-0.000000,5.882353
13.005969,2025-10-24T15:32:59.910648,0.000000,-0.000000,5.882353
13.013306,2025-10-24T15:32:59.917985,0.000000,-0.000000,5.882353
13.021699,2025-10-24T15:32:59.926378,0.000000,-0.000000,5.882353
13.026954,2025-10-24T15:32:59.931633,0.000000,-0.000000,5.882353
13.032517,2025-10-24T15:32:59.937196,0.000000,-0.000000,5.882353
13.038957,2025-10-24T15:32:59.943635,0.000000,-0.000000,5.882353
13.044900,2025-10-24T15:32:59.949579,0.000000,-0.000000,5.882353
13.052019,2025-10-24T15:32:59.956698,0.000000,-0.000000,5.882353
13.217988,2025-10-24T15:33:00.122666,0.000000,-0.000000,5.882353
